iter	Logloss
420	0.3478697958
421	0.3478687313
422	0.3476727713
423	0.3474985276
424	0.3473624498
425	0.3473003779
426	0.3470115843
427	0.3470114879
428	0.3470034969
429	0.3468319723
430	0.3467228142
431	0.3466233891
432	0.346590597
433	0.3464291517
434	0.3464160225
435	0.3464105962
436	0.3463018076
437	0.3462517987
438	0.3461589679
439	0.3458973499
440	0.3457803666
441	0.3457661079
442	0.3453534981
443	0.3452257541
444	0.3451489782
445	0.3450659939
446	0.3449402711
447	0.3448376593
448	0.3446430417
449	0.3444831996
450	0.3444438614
451	0.344176791
452	0.3441468582
453	0.3439464353
454	0.3438261467
455	0.343750127
456	0.3436586219
457	0.3436573522
458	0.3434441386
459	0.3432974285
460	0.3432028571
461	0.3432015644
462	0.3429982898
463	0.3429878635
464	0.3428482961
465	0.3427946715
466	0.3426631505
467	0.3425862159
468	0.3425002574
469	0.3421666059
470	0.3419887042
471	0.3418943917
472	0.3418624313
473	0.3416842259
474	0.341555511
475	0.341538763
476	0.3414316584
477	0.3413973746
478	0.3412953255
479	0.3408707076
480	0.3407942325
481	0.3406035532
482	0.3405430286
483	0.3402958356
484	0.3402651017
485	0.3402374649
486	0.3400909203
487	0.3399122827
488	0.3398966393
489	0.3398578341
490	0.3395466047
491	0.3393748986
492	0.3392593604
493	0.3392535471
494	0.3391197812
495	0.3388409413
496	0.3386738332
497	0.3386643095
498	0.3385960642
499	0.3384430925
500	0.338314522
501	0.3382266287
502	0.33808725
503	0.3380852573
504	0.3378424178
505	0.3376911432
506	0.3374992084
507	0.3373905294
508	0.3372935315
509	0.3372698739
510	0.337066494
511	0.3369510226
512	0.3368945463
513	0.3367944006
514	0.3365504136
515	0.3365483837
516	0.3364773792
517	0.3364682182
518	0.3364071909
519	0.3363807551
520	0.3362268952
521	0.3362222611
522	0.3361738646
523	0.3360464565
524	0.3357826676
525	0.3356679257
526	0.3354462741
527	0.3353172555
528	0.3352155833
529	0.3351709917
530	0.3350625828
531	0.3347916984
532	0.3347699298
533	0.3345592713
534	0.3344843999
535	0.334472435
536	0.3344381047
537	0.3344272119
538	0.3340139273
539	0.3339483968
540	0.3338738591
541	0.3336626915
542	0.3336506889
543	0.3336104996
544	0.3335617362
545	0.3333439173
546	0.3332142163
547	0.3331882339
548	0.3331044293
549	0.3330474666
550	0.3328875103
551	0.332781768
552	0.3326631656
553	0.3326529583
554	0.3325406752
555	0.3325183375
556	0.3325090612
557	0.3323647514
558	0.3323380485
559	0.3323037044
560	0.3322853212
561	0.3320761703
562	0.3320301861
563	0.3317644082
564	0.3315360216
565	0.3315261044
566	0.3313820733
567	0.3313616586
568	0.33126255
569	0.3311485489
570	0.3310389976
571	0.3309853422
572	0.330904483
573	0.3308953957
574	0.3307360138
575	0.3304675093
576	0.330457991
577	0.3304183643
578	0.3303111386
579	0.3302388569
580	0.3300055201
581	0.3297065725
582	0.3296749851
583	0.3296670569
584	0.3294391847
585	0.3293236122
586	0.3293154136
587	0.329165353
588	0.3291355784
589	0.3289750735
590	0.3287714072
591	0.3286512071
592	0.3286449117
593	0.3286375322
594	0.3286334569
595	0.328602676
596	0.328535339
597	0.328396447
598	0.3282600763
599	0.3281997207
600	0.3281804676
601	0.3280838802
602	0.3280370826
603	0.3280293796
604	0.3278736607
605	0.3278511315
606	0.3277183656
607	0.3277130601
608	0.3274691124
609	0.3273251361
610	0.3270536963
611	0.3270482363
612	0.3269299804
613	0.326857476
614	0.3267449226
615	0.326653609
616	0.3265289192
617	0.3264683054
618	0.3264414891
619	0.3259602195
620	0.3259536114
621	0.3259234116
622	0.3257102847
623	0.3256010181
624	0.3253174199
625	0.3252153031
626	0.3252089505
627	0.3251211071
628	0.325117074
629	0.3249766033
630	0.3249702358
631	0.3249084868
632	0.32478055
633	0.3246535909
634	0.324540917
635	0.3242209229
636	0.3241557683
637	0.3239968642
638	0.3235477182
639	0.3232049781
640	0.3231505229
641	0.3228992384
642	0.3226170633
643	0.3225977339
644	0.3224640484
645	0.3224402204
646	0.3224345061
647	0.3223360253
648	0.3221895763
649	0.3221611438
650	0.3220142283
651	0.3220079638
652	0.3220022934
653	0.3217095764
654	0.3215824704
655	0.3215441411
656	0.3214805853
657	0.3212690622
658	0.3212187969
659	0.3211729137
660	0.3211724431
661	0.3211668825
662	0.3211072982
663	0.3209885344
664	0.3208110485
665	0.3203499177
666	0.320241625
667	0.3202111843
668	0.3202057031
669	0.3201218502
670	0.3200466136
671	0.3200033682
672	0.3199679865
673	0.3199013036
674	0.3198940148
675	0.319843344
676	0.3197832967
677	0.3197209747
678	0.3196081364
679	0.3195782283
680	0.3195237637
681	0.3194212715
682	0.3193599737
683	0.319189271
684	0.319180744
685	0.3190502001
686	0.31870333
687	0.3186964903
688	0.3185872276
689	0.3185507562
690	0.3185079693
691	0.3183597539
692	0.31829242
693	0.3182593981
694	0.3181330503
695	0.3179374408
696	0.3178564077
697	0.3175089285
698	0.3174184973
699	0.3170242888
700	0.3169016005
701	0.3168643347
702	0.3168596885
703	0.3168113692
704	0.3167770773
705	0.3167416811
706	0.316738022
707	0.3166361474
708	0.3166113688
709	0.3165894067
710	0.316464157
711	0.3162984329
712	0.3162107474
713	0.3160649567
714	0.3159838444
715	0.3156952218
716	0.3156528589
717	0.3155831203
718	0.3155635423
719	0.315474163
720	0.3154674792
721	0.3153897726
722	0.3152508006
723	0.3152305633
724	0.3151697729
725	0.3151181023
726	0.3149492139
727	0.3149082831
728	0.3148433687
729	0.3148046313
730	0.3146220496
731	0.3146079169
732	0.3145818366
733	0.314430578
734	0.3144141436
735	0.3144107943
736	0.314367691
737	0.3141806501
738	0.3141083365
739	0.3139097655
740	0.3138865946
741	0.3138445206
742	0.3137975589
743	0.3137511831
744	0.3135381713
745	0.3133391397
746	0.3133121347
747	0.3130133526
748	0.3129252063
749	0.3128582237
750	0.3128225211
751	0.3127214371
752	0.312652178
753	0.3126372845
754	0.3126343314
755	0.3126292725
756	0.3125351866
757	0.3124110078
758	0.3124068934
759	0.3121172369
760	0.3120887977
761	0.3120749023
762	0.3120706202
763	0.3118525933
764	0.3117799076
765	0.3117244046
766	0.3117201997
767	0.3116326115
768	0.3114722431
769	0.3113690193
770	0.3113229709
771	0.3113054058
772	0.3112167025
773	0.3111441499
774	0.3109489968
775	0.3109442998
776	0.3106658252
777	0.3105192915
778	0.3104465293
779	0.3104435883
780	0.3104028483
781	0.3103991023
782	0.310027032
783	0.3099919032
784	0.3096239061
785	0.309442045
786	0.3094385316
787	0.3093508468
788	0.3092687985
789	0.3091933484
790	0.3091690212
791	0.3091643979
792	0.3091374028
793	0.3090570222
794	0.3090400775
795	0.3090308668
796	0.3089168738
797	0.3088954908
798	0.3087300241
799	0.3085978846
800	0.3085635249
801	0.3084933375
802	0.3084568807
803	0.3084404683
804	0.3083368476
805	0.3082950736
806	0.30828251
807	0.3082543801
808	0.3082508571
809	0.3081888409
810	0.3081350051
811	0.3080848555
812	0.3080725767
813	0.3080606326
814	0.3080162678
815	0.3078902983
816	0.3078541721
817	0.3077278957
818	0.3076505545
819	0.3073259634
820	0.3072555961
821	0.3071198041
822	0.3070981393
823	0.3069987085
824	0.3069127032
825	0.3068732421
826	0.3066597754
827	0.3066317959
828	0.3065347079
829	0.3065306176
830	0.3064497354
831	0.3064477875
832	0.3064204311
833	0.3061484697
834	0.3060982797
835	0.3060777595
836	0.3059847694
837	0.3057202679
838	0.305666449
839	0.3056074808
840	0.3051229896
841	0.3051204389
842	0.305092778
843	0.3050093263
844	0.3048773043
845	0.3048649759
846	0.3044788532
847	0.3044676517
848	0.3044566449
849	0.3043897677
850	0.3042829743
851	0.3042381558
852	0.303988318
853	0.3039117002
854	0.3039077818
855	0.3038641973
856	0.3038048308
857	0.3035540991
858	0.3035506035
859	0.3035170878
860	0.3035141209
861	0.3034195526
862	0.3033960852
863	0.3033467344
864	0.303299626
865	0.3032200176
866	0.3031098831
867	0.3030008445
868	0.3029982175
869	0.3029875027
870	0.3029852103
871	0.3029378527
872	0.3028820337
873	0.3026717069
874	0.3025771094
875	0.3025586932
876	0.3024409195
877	0.3023397374
878	0.3022952714
879	0.3022364047
880	0.3021909344
881	0.3021874557
882	0.3020551775
883	0.3017617023
884	0.3017239523
885	0.301721438
886	0.3017039168
887	0.3016692064
888	0.3016498708
889	0.3016405237
890	0.3015806355
891	0.3015471441
892	0.3014208686
893	0.301202635
894	0.3011769191
895	0.3011733559
896	0.3010758977
897	0.3008478341
898	0.3006765964
899	0.3005967592
900	0.3005905498
901	0.300585608
902	0.3005401667
903	0.3005196942
904	0.3004507624
905	0.3004487308
906	0.3004268844
907	0.3001800228
908	0.3001703911
909	0.3001311521
910	0.3001046665
911	0.3000701251
912	0.2999316408
913	0.2999292483
914	0.2999243514
915	0.2998780109
916	0.2997140068
917	0.2997048581
918	0.2996314053
919	0.2995395463
920	0.2994929116
921	0.2994533887
922	0.2994503803
923	0.2993523534
924	0.2992370467
925	0.2992294003
926	0.2990383953
927	0.2990254314
928	0.2990160718
929	0.2989889217
930	0.2988615682
931	0.2988593762
932	0.2988567262
933	0.2987868947
934	0.2986596817
935	0.2984171342
936	0.2982955381
937	0.2981919711
938	0.2981475832
939	0.2981326807
940	0.2981094323
941	0.2980917238
942	0.2980656363
943	0.2979992785
944	0.2979106073
945	0.2977030957
946	0.2976607471
947	0.2976109484
948	0.2975965182
949	0.2974475495
950	0.2973803732
951	0.2973428373
952	0.2973315081
953	0.2971719285
954	0.2969920782
955	0.2969760731
956	0.2969437894
957	0.2968208324
958	0.296699603
959	0.2966027162
960	0.2966006526
961	0.2964665675
962	0.2964481788
963	0.2963359621
964	0.2963057699
965	0.2962204274
966	0.2962109954
967	0.2961487822
968	0.2961418522
969	0.2961281627
970	0.2961052233
971	0.2960203736
972	0.2959281093
973	0.2959257184
974	0.2958875657
975	0.2958524471
976	0.2957870691
977	0.2956288011
978	0.2955716532
979	0.2955524494
980	0.2955243231
981	0.2955098668
982	0.2955017247
983	0.2954991206
984	0.2954786242
985	0.2954451457
986	0.2954292559
987	0.2953120667
988	0.295284149
989	0.2952422318
990	0.2948387077
991	0.2947572802
992	0.2947027728
993	0.2946267372
994	0.2946165188
995	0.2944749583
996	0.2944537737
997	0.2943752378
998	0.2943723364
999	0.2943490378
